dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
[0.25633383 0.31529772 0.4832894  ... 0.08003392 0.15834431 0.22707821],[296.062   319.70154 360.16278 ... 276.49612 291.25583 286.0659 ],[296.062   319.70154 360.16278 ... 276.49612 291.25583 286.0659 ],[251.92708 278.15976 315.58276 ... 233.92744 248.45886 243.58165],[0.         0.02955243 0.04166657 ... 0.03255825 0.         0.        ],0,1,5,79
"[ 0.36796847 -0.00225133  0.0698894  ...  0.08831908  0.
  0.11109392]",[271.96988 209.61081 218.30283 ... 219.8745  206.96101 224.27399],[325.1255  258.39545 278.97717 ... 280.26236 245.62738 263.02283],[294.12747 227.587   246.10663 ... 248.63449 214.09279 234.27951],[0. 0. 0. ... 0. 0. 0.],0,1,5,80
[0.24712294 0.06986532 0.17603436 ... 0.05225677 0.13344683 0.07113012],[322.7579  282.08264 310.3968  ... 267.5678  280.20218 265.92584],[342.1286  304.92914 341.2257  ... 294.89502 302.0551  282.60367],[291.8702  257.484   291.42316 ... 248.58595 256.169   236.31865],[0.         0.         0.         ... 0.01568522 0.         0.        ],0,1,5,81
[0.12490159 0.06202261 0.15116245 ... 0.14771996 0.03959968 0.36363602],[304.88828 302.35474 326.6592  ... 288.081   262.35474 298.42178],[304.88828 302.35474 326.6592  ... 288.081   262.35474 298.42178],[261.25974 259.78818 279.51706 ... 246.85603 222.08643 259.29828],[0.        0.        0.        ... 0.        0.0452964 0.       ],0,1,5,82
[0.41105646 0.07851715 0.11188708 ... 0.02009688 0.11425863 0.13434486],[305.1515  280.7109  296.90848 ... 258.99347 272.9509  271.23846],[314.5955  286.2563  300.80905 ... 262.8794  276.1784  275.15326],[259.04358 229.96498 238.36067 ... 207.29378 219.95415 219.14592],[0.         0.         0.         ... 0.         0.01570437 0.        ],0,1,5,83
[0.0892028  0.10245555 0.22265732 ... 0.31752136 0.34383062 0.2733015 ],[249.37682 271.03262 300.67755 ... 295.6377  296.8623  282.46378],[249.37682 271.03262 300.67755 ... 295.6377  296.8623  282.46378],[200.5588  221.40524 248.73988 ... 247.84996 249.35428 234.22995],[0. 0. 0. ... 0. 0. 0.],0,1,5,84
[0.         0.         0.05408152 ... 0.1200631  0.09469438 0.10143056],[247.92703 254.7382  269.54935 ... 264.92276 246.01288 239.51073],[247.92703 254.7382  269.54935 ... 264.92276 246.01288 239.51073],[195.74567 204.35657 215.97118 ... 215.32164 196.64041 191.99275],[0.         0.         0.03096004 ... 0.01899899 0.         0.        ],0,1,5,85
[0.2974222  0.28648627 0.17016268 ... 0.07125071 0.19652635 0.14886707],[247.11311 253.70514 234.06197 ... 210.52802 231.67497 219.62871],[313.69547 335.77274 322.05908 ... 287.01364 303.03183 285.72726],[269.39554 292.4317  273.53085 ... 243.62256 262.66794 243.19919],[0.         0.         0.         ... 0.03394856 0.         0.        ],0,1,5,86
"[ 0.20352396 -0.02308316 -0.107309   ...  0.248176   -0.06604394
  0.14758451]",[280.26923 240.5577  252.29327 ... 303.77405 236.51923 247.88461],[280.26923 240.5577  252.29327 ... 303.77405 236.51923 247.88461],[243.43445 205.57033 212.71768 ... 269.6319  200.44733 213.86609],[0. 0. 0. ... 0. 0. 0.],0,1,5,87
[0.21350123 0.13962828 0.25161475 ... 0.02986494 0.25103715 0.04376786],[269.34433 268.40567 289.8113  ... 247.24529 275.8915  238.93867],[269.34433 268.40567 289.8113  ... 247.24529 275.8915  238.93867],[231.01224 228.80087 250.22226 ... 208.44046 237.25499 198.75775],[0. 0. 0. ... 0. 0. 0.],0,1,5,88
"[ 0.25362462  0.33575863  0.16406512 ... -0.04556825  0.12127011
  0.03879774]",[122.22262  155.27618  140.54912  ... 108.71814  126.180756 107.53784 ],[282.28806 308.32922 293.10287 ... 234.0823  265.57614 233.39917],[249.2545  275.4211  257.51843 ... 201.42256 233.11252 201.64572],[0. 0. 0. ... 0. 0. 0.],0,1,5,89
[0.05040235 0.23814265 0.18114603 ... 0.0659196  0.00659578 0.14674455],[275.25583 324.48428 323.94135 ... 280.43924 264.9495  281.54254],[276.5274  330.1758  325.71918 ... 281.78766 266.28082 282.79224],[214.12375 267.55322 259.2454  ... 221.3282  208.30202 225.08081],[0.         0.         0.         ... 0.         0.02279589 0.        ],0,1,5,90
[0.28972152 0.32006603 0.3673198  ... 0.02660886 0.19031997 0.14244053],[297.3908  307.0977  333.73563 ... 258.7299  276.41666 247.57759],[297.3908  307.0977  333.73563 ... 258.7299  276.41666 247.57759],[251.70973 261.68637 286.2618  ... 216.16957 233.73688 203.45525],[0.         0.         0.         ... 0.03323091 0.         0.        ],0,1,5,91
[0.5363241  0.34003094 0.050909   ... 0.21358003 0.04988928 0.29875124],[316.9232  296.42004 267.94412 ... 284.63443 251.81563 276.78125],[343.51053 335.57895 296.73157 ... 310.7158  278.66315 304.1842 ],[262.3181  258.47147 215.49913 ... 238.66417 208.235   234.23831],[0.         0.         0.         ... 0.         0.03052788 0.        ],0,1,5,92
"[ 0.20309013 -0.03146389  0.16242231 ... -0.03753299  0.03368692
  0.20747761]",[253.05449 229.07303 268.53888 ... 205.27377 210.69754 233.17894],[294.9524  266.00867 305.9394  ... 236.68831 245.09525 268.4156 ],[254.91261 225.32816 263.73904 ... 199.18794 205.6798  227.80353],[0. 0. 0. ... 0. 0. 0.],0,1,5,93
[0.30975953 0.03159769 0.09362181 ... 0.1698882  0.35575724 0.08661297],[288.30417 254.925   284.52917 ... 289.95    308.5375  236.42084],[288.30417 254.925   284.52917 ... 289.95    308.5375  236.42084],[239.75262 202.4361  231.39801 ... 242.62253 262.95    190.5098 ],[0.         0.         0.         ... 0.04561164 0.         0.        ],0,1,5,94
[0.557074   0.02777451 0.23588264 ... 0.35270295 0.41578734 0.3252298 ],[366.16293 288.64606 331.9944  ... 328.21912 333.78088 301.6236 ],[366.16293 288.64606 331.9944  ... 328.21912 333.78088 301.6236 ],[290.43872 216.00334 253.5019  ... 262.22043 265.1448  237.87415],[0. 0. 0. ... 0. 0. 0.],0,1,5,95
[0.16146088 0.24996589 0.30439606 ... 0.21013932 0.11954784 0.21331382],[278.6352  314.29642 332.37134 ... 303.0228  276.80457 291.6189 ],[278.6352  314.29642 332.37134 ... 303.0228  276.80457 291.6189 ],[222.89659 255.6905  270.95654 ... 250.24953 225.06384 238.75693],[0. 0. 0. ... 0. 0. 0.],0,1,5,96
[0.2921084  0.14351347 0.09757822 ... 0.15476929 0.13235804 0.26156816],[293.42767 289.1887  286.47485 ... 271.4937  258.7956  278.97485],[293.42767 289.1887  286.47485 ... 271.4937  258.7956  278.97485],[248.26205 246.31163 237.50797 ... 227.5893  216.7478  235.03532],[0.        0.        0.        ... 0.        0.0266578 0.       ],0,1,5,97
[0.10993308 0.16089459 0.12334936 ... 0.14176361 0.07926418 0.09531345],[191.88716 205.3279  208.53923 ... 199.93726 187.70662 192.71617],[247.12894 266.80188 266.05975 ... 260.33963 248.49057 248.67296],[218.85304 237.96365 236.3457  ... 233.70511 220.90767 221.98866],[0. 0. 0. ... 0. 0. 0.],0,1,5,98
[0.24679522 0.         0.19699976 ... 0.15809295 0.07466569 0.2674929 ],[269.76328 236.4735  281.03055 ... 239.63625 217.16243 240.58641],[285.61752 253.41832 297.18326 ... 256.72113 235.87251 262.26694],[241.17685 210.39485 251.1367  ... 215.55878 194.09142 222.19821],[0.         0.         0.01975857 ... 0.         0.02968315 0.        ],0,1,5,99
[0.22183184 0.26389813 0.45644772 ... 0.01917847 0.04750956 0.04948566],[262.26096 274.30414 319.23267 ... 220.18512 226.74426 218.62236],[330.90402 340.88855 390.04333 ... 274.50156 279.43344 276.3096 ],[281.8304  291.12726 334.4726  ... 225.26112 229.67003 226.81519],[0. 0. 0. ... 0. 0. 0.],0,1,5,100
[0.17800589 0.22858931 0.16195726 ... 0.2370104  0.15420683 0.15752475],[214.34541 255.09146 256.14612 ... 252.43272 231.0458  219.75114],[260.27026 293.12613 299.5991  ... 287.05405 260.15765 252.23424],[219.89104 256.45764 259.908   ... 250.0279  225.42622 216.78787],[0. 0. 0. ... 0. 0. 0.],0,1,5,101
[0.15063742 0.17211236 0.00687121 ... 0.07943536 0.17195705 0.21170114],[271.0957  286.29187 266.2536  ... 251.77512 262.00958 262.3158 ],[271.0957  286.29187 266.2536  ... 251.77512 262.00958 262.3158 ],[224.0159  239.65413 216.10222 ... 207.597   216.62875 217.12697],[0.         0.         0.         ... 0.03278244 0.         0.        ],0,1,5,102
[0.0989225  0.10607106 0.15447007 ... 0.133884   0.05876985 0.13122235],[252.69997 259.71335 272.26727 ... 254.6433  238.78625 235.59015],[279.35278 285.4723  295.91547 ... 277.91837 256.89795 258.08163],[233.98352 239.46599 249.62088 ... 231.26791 216.43156 212.84631],[0. 0. 0. ... 0. 0. 0.],0,1,5,103
[0.27988064 0.07364497 0.1060518  ... 0.10149848 0.05859261 0.10628802],[283.83948 277.1     286.55    ... 267.40262 248.90526 254.54474],[283.83948 277.1     286.55    ... 267.40262 248.90526 254.54474],[225.13698 220.52782 227.29124 ... 215.46904 196.10942 203.41194],[0. 0. 0. ... 0. 0. 0.],0,1,5,104
[0.13331129 0.1262256  0.16487296 ... 0.15553336 0.08440319 0.01724569],[284.1237  284.17633 292.20264 ... 273.34738 257.77106 243.83684],[284.1237  284.17633 292.20264 ... 273.34738 257.77106 243.83684],[242.7359  242.37396 249.7616  ... 233.97192 218.42752 202.69205],[0. 0. 0. ... 0. 0. 0.],0,1,5,105
"[ 0.5381592   0.22130217  0.22913426 ... -0.0629935   0.09531308
  0.10667969]",[316.56082 273.47296 278.22296 ... 220.05405 239.38513 234.72974],[316.56082 273.47296 278.22296 ... 220.05405 239.38513 234.72974],[274.74084 227.27509 234.73436 ... 178.90988 197.74706 190.92096],[0. 0. 0. ... 0. 0. 0.],0,1,5,106
[0.1496858  0.33067825 0.07234015 ... 0.         0.07847992 0.10934786],[321.11035 369.22766 326.7424  ... 274.05447 285.89993 286.0763 ],[321.6     369.75833 328.02084 ... 275.84583 286.35834 286.55417],[242.158   287.87952 240.47768 ... 203.78754 215.26439 212.4078 ],[0.         0.         0.02070625 ... 0.         0.         0.        ],0,1,5,107
[0.39720407 0.         0.33185026 ... 0.13314928 0.16085614 0.06877278],[297.85324 251.16977 325.21677 ... 293.43597 294.5229  263.84253],[303.3689  252.77777 327.17334 ... 295.1378  295.93332 265.28   ],[268.31183 217.41292 289.3131  ... 258.43527 260.05936 230.01299],[0. 0. 0. ... 0. 0. 0.],0,1,5,108
[0.         0.08173819 0.50499696 ... 0.22388159 0.16910297 0.06711767],[267.12454 302.37192 388.38177 ... 306.75677 292.92877 275.85773],[268.26245 303.4784  389.54153 ... 308.72424 293.9269  276.92026],[207.38159 242.48003 324.38068 ... 250.19144 236.43779 217.04877],[0.         0.07302021 0.         ... 0.         0.         0.        ],0,1,5,109
[0.31939214 0.34400108 0.5620599  ... 0.05432557 0.         0.37120098],[281.28806 296.36145 341.0121  ... 228.45619 210.95796 261.17035],[332.18268 339.19232 388.43268 ... 270.25    245.13942 297.66827],[295.7948  307.4224  354.14847 ... 238.79655 214.70766 266.84744],[0.         0.         0.         ... 0.         0.05283713 0.        ],0,1,5,110
[0.21617006 0.09239873 0.2098421  ... 0.         0.06690804 0.10230214],[268.79703 254.7147  280.1243  ... 236.39574 246.71187 246.08914],[273.58014 260.64505 289.1985  ... 241.229   251.56488 256.4733 ],[248.89708 236.38164 263.94647 ... 217.50587 227.28136 231.40073],[0.         0.         0.         ... 0.01792939 0.         0.        ],0,1,5,111
[0.22046216 0.14559639 0.04258937 ... 0.19825234 0.12759143 0.27068546],[200.20207 193.20663 181.59459 ... 206.50609 190.86389 213.06009],[272.991   267.9189  253.1937  ... 283.52252 263.37387 278.13513],[252.20665 247.08655 231.49808 ... 263.28342 243.0769  256.94547],[0.         0.         0.         ... 0.         0.02131347 0.        ],0,1,5,112
[0.0904008  0.07760005 0.15728754 ... 0.19923146 0.15197663 0.05376128],[266.67026 271.1016  289.29877 ... 276.25    258.28207 226.83894],[278.4669  285.2857  306.39026 ... 291.47736 272.20557 240.0453 ],[247.9926  253.81393 270.65842 ... 261.14246 243.1822  212.35999],[0. 0. 0. ... 0. 0. 0.],0,1,5,113
"[ 0.07006185  0.04162063  0.07770485 ...  0.         -0.06373209
  0.06373209]",[245.27956 241.95036 260.08444 ... 237.4502  222.1825  228.55017],[253.86919 250.63373 267.40408 ... 244.38663 231.73837 236.85756],[207.35643 204.0636  219.14264 ... 199.88988 186.74127 193.27032],[0. 0. 0. ... 0. 0. 0.],0,1,5,114
[0.2299987  0.14988853 0.04401082 ... 0.09446931 0.09707263 0.22837757],[272.3399  273.03146 261.23688 ... 258.00638 245.21057 268.6269 ],[292.21182 293.27094 286.76602 ... 282.59113 269.07388 289.76355],[254.72389 255.64252 246.71074 ... 247.38547 229.9087  254.03093],[0.        0.        0.        ... 0.        0.0230227 0.       ],0,1,5,115
[0.33341765 0.40417412 0.4010561  ... 0.16958125 0.0259849  0.20189458],[349.80975 379.928   396.7198  ... 314.018   282.31876 313.60153],[349.80975 379.928   396.7198  ... 314.018   282.31876 313.60153],[258.05954 285.83658 297.55832 ... 231.89386 201.51514 230.053  ],[0.         0.         0.         ... 0.         0.02099734 0.        ],0,1,5,116
[0.1924044  0.06779256 0.10110271 ... 0.01013834 0.14989573 0.00813449],[283.93762 271.9321  278.6231  ... 240.4665  264.1514  234.51532],[312.4051  297.8187  307.24646 ... 266.64307 291.69122 260.47308],[288.32812 271.81268 281.1725  ... 242.34486 269.38025 234.36261],[0. 0. 0. ... 0. 0. 0.],0,1,5,117
[0.12672846 0.12493026 0.13718987 ... 0.13239531 0.20341462 0.17887402],[244.30551 252.70439 273.62244 ... 257.23074 269.6941  257.85638],[259.04688 262.34686 287.40314 ... 269.9375  281.19687 271.92813],[213.14775 217.79097 241.10013 ... 229.01065 239.90848 229.69096],[0.         0.         0.         ... 0.03122892 0.         0.        ],0,1,5,118
[0.4136936  0.10880033 0.06036366 ... 0.13268177 0.         0.18070406],[286.45117 253.74942 251.469   ... 267.1519  239.4366  274.6851 ],[296.97684 263.861   259.16602 ... 276.35522 247.87259 281.18146],[263.176   227.43353 222.58185 ... 243.6148  214.40668 245.30537],[0. 0. 0. ... 0. 0. 0.],0,1,5,119
"[ 0.29296425  0.02382958  0.19302492 ... -0.07458541  0.17291972
  0.16469337]",[314.90247 270.4285  311.185   ... 245.79878 274.612   263.1776 ],[321.59305 279.97162 320.1041  ... 251.74448 284.49527 270.24606],[271.53992 233.4981  268.55267 ... 204.8352  238.2855  222.44469],[0.         0.         0.         ... 0.03401196 0.         0.        ],0,1,5,120
[0.         0.21853158 0.37014335 ... 0.30284533 0.6092649  0.2722447 ],[269.2949  322.3402  365.80447 ... 335.36203 390.80298 326.73752],[280.8483  335.8545  380.8607  ... 349.81735 406.2291  337.56967],[230.22061 281.23782 322.05502 ... 296.7511  356.30215 286.123  ],[0.03102779 0.         0.         ... 0.02459423 0.         0.        ],0,1,5,121
[0.14728099 0.12900974 0.17153409 ... 0.19097136 0.1289081  0.20107606],[238.81758 243.36472 273.51086 ... 255.45526 245.15091 244.5556 ],[290.8942  287.9283  315.3379  ... 292.5324  277.85324 284.93173],[260.74677 259.4494  285.15823 ... 264.30072 249.67604 257.9487 ],[0. 0. 0. ... 0. 0. 0.],0,1,5,122
[0.33041242 0.17292535 0.39139634 ... 0.10574254 0.1113168  0.14448646],[288.52667 270.76334 319.32666 ... 258.20667 252.64333 257.72333],[288.52667 270.76334 319.32666 ... 258.20667 252.64333 257.72333],[239.49107 221.99544 267.18417 ... 210.58202 203.93767 209.24693],[0. 0. 0. ... 0. 0. 0.],0,1,5,123
[0.05730984 0.         0.17621766 ... 0.07922589 0.2482496  0.        ],[254.57599 241.0544  277.99002 ... 243.31206 271.2185  223.55702],[310.7263  296.0876  340.66788 ... 302.62045 331.99634 277.4489 ],[238.57277 227.90999 266.22855 ... 237.43283 267.78104 213.66628],[0.         0.02006792 0.         ... 0.02944907 0.         0.        ],0,1,5,124
[0.32233083 0.44984138 0.60137725 ... 0.23620585 0.2768783  0.22210269],[310.40765 347.0068  352.37677 ... 292.68582 296.98438 277.64243],[338.90436 377.03912 415.4174  ... 331.3826  333.5913  307.9826 ],[278.82312 318.88177 352.8811  ... 276.90933 282.17593 254.20515],[0.         0.04873369 0.         ... 0.03130913 0.         0.        ],0,1,5,125
"[ 0.30833834  0.11529347  0.2882551  ... -0.00322225  0.17274807
  0.09238568]",[203.32628 193.93163 210.25891 ... 177.21649 201.42319 186.40071],[333.93353 315.19638 360.45923 ... 291.0151  318.57098 299.0423 ],[256.09167 234.03876 276.05392 ... 216.09344 247.37369 222.8193 ],[0.         0.         0.         ... 0.02654186 0.         0.        ],0,1,5,126
[0.09556156 0.10912724 0.20261438 ... 0.10139852 0.33532777 0.131311  ],[276.2414  292.41873 319.76355 ... 267.45813 310.7537  256.64038],[276.2414  292.41873 319.76355 ... 267.45813 310.7537  256.64038],[228.85013 245.42307 265.48788 ... 224.69077 264.56073 211.67355],[0.         0.         0.         ... 0.03540504 0.         0.        ],0,1,5,127
[0.31505033 0.26314047 0.67713904 ... 0.03066154 0.07776944 0.18015987],[350.12686 349.20627 429.9712  ... 270.59647 265.28323 266.62128],[362.1641  362.30768 448.23077 ... 278.39487 278.48718 275.6154 ],[294.8257  297.83423 380.31375 ... 217.56125 215.38977 215.25111],[0. 0. 0. ... 0. 0. 0.],0,1,5,128
[0.26470825 0.28148934 0.19017021 ... 0.20424484 0.2250523  0.13148323],[279.63126 296.1598  286.87186 ... 266.2748  267.5942  242.1654 ],[282.6346  299.08173 293.61057 ... 269.17307 270.35095 244.82692],[238.03342 254.50598 247.53995 ... 226.40517 225.78723 200.64728],[0.         0.         0.         ... 0.02949692 0.         0.        ],0,1,5,129
[0.11057902 0.11457388 0.1464254  ... 0.05017126 0.11437249 0.19369325],[191.21272 194.92076 214.3315  ... 190.58752 181.71088 185.45619],[247.68872 254.1751  271.3074  ... 241.74709 239.0428  252.51752],[192.44157 199.06763 215.66185 ... 186.31746 186.39804 198.5477 ],[0.         0.         0.         ... 0.         0.02947257 0.        ],0,1,5,130
"[ 0.1966144   0.15513495  0.34862804 ... -0.02471384  0.15773363
  0.21420628]",[289.306   292.3552  331.75955 ... 254.55737 282.28143 290.53278],[289.306   292.3552  331.75955 ... 254.55737 282.28143 290.53278],[235.33209 238.43578 274.75922 ... 200.4572  230.81395 235.2856 ],[0.         0.         0.         ... 0.         0.04056054 0.        ],0,1,5,131
[0.2793787  0.12391986 0.24725704 ... 0.12111145 0.06031128 0.18925814],[344.1712  318.44022 354.69022 ... 302.6087  289.71194 293.30164],[344.1712  318.44022 354.69022 ... 302.6087  289.71194 293.30164],[274.58328 255.08524 285.65637 ... 240.68878 226.45773 234.0705 ],[0. 0. 0. ... 0. 0. 0.],0,1,5,132
[0.12245563 0.07170472 0.09846754 ... 0.19194888 0.0840592  0.08785266],[260.51193 266.6131  274.0111  ... 273.6256  247.8146  247.38345],[262.6434  267.11722 275.61096 ... 274.13965 248.25436 247.82793],[211.83577 217.53543 223.24352 ... 224.235   200.1732  200.16222],[0. 0. 0. ... 0. 0. 0.],0,1,5,133
"[ 0.28668922  0.16004917  0.47211537 ... -0.02167485  0.24390922
  0.07749878]",[317.80554 312.8125  381.75    ... 277.58334 317.00696 280.51736],[317.80554 312.8125  381.75    ... 277.58334 317.00696 280.51736],[226.97829 222.93002 282.02728 ... 195.04257 236.97815 198.29921],[0.         0.         0.         ... 0.03206485 0.         0.        ],0,1,5,134
[0.         0.151882   0.05036914 ... 0.2657204  0.1416255  0.12877004],[256.05103 282.52042 274.27808 ... 288.3648  261.94644 254.06378],[256.05103 282.52042 274.27808 ... 288.3648  261.94644 254.06378],[200.47995 230.20747 219.59436 ... 236.65764 212.22765 203.89952],[0. 0. 0. ... 0. 0. 0.],0,1,5,135
"[ 0.25107417  0.02562598  0.16764897 ... -0.00413738  0.14069878
  0.06933653]",[305.72964 261.95557 288.90372 ... 235.36296 263.47037 233.65926],[305.72964 261.95557 288.90372 ... 235.36296 263.47037 233.65926],[272.96817 230.91382 258.3746  ... 207.77635 233.66228 204.88664],[0.         0.         0.         ... 0.01634951 0.         0.        ],0,1,5,136
