dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 0.304266    0.16418599  0.26964942 ... -0.08011641  0.06645225
  0.47591093]",[311.00613 294.95093 324.74847 ... 264.98773 284.66257 327.1043 ],[311.00613 294.95093 324.74847 ... 264.98773 284.66257 327.1043 ],[190.41173 180.24922 193.76195 ... 159.23743 173.20395 222.28   ],[0.         0.         0.         ... 0.         0.04754591 0.        ],3,2,5,184
[0.21742548 0.2650136  0.44574228 ... 0.05661476 0.04425575 0.06876361],[306.14423 330.03537 353.4919  ... 284.20178 268.65903 268.93295],[360.72852 372.97937 403.58762 ... 320.52234 313.79382 314.53265],[267.81512 280.46494 314.91934 ... 240.02618 234.72377 231.29576],[0.         0.04009006 0.         ... 0.         0.         0.        ],4,2,5,0
[0.38927367 0.40065572 0.54986525 ... 0.06212756 0.         0.23850214],[357.98474 357.87292 394.71085 ... 307.15674 272.39334 315.30765],[425.70413 432.5618  463.35956 ... 355.72284 335.9588  364.71536],[286.73975 290.58627 326.49274 ... 233.9122  220.12456 261.5183 ],[0. 0. 0. ... 0. 0. 0.],4,2,5,1
[0.9667864  0.57805395 0.5268853  ... 0.8840572  0.5118733  0.7248839 ],[448.46844 384.94327 371.91577 ... 437.43484 372.48193 415.56235],[492.49338 433.85022 421.96918 ... 491.72247 426.6652  457.94714],[362.9837  305.44504 297.45383 ... 368.10904 302.82443 338.27533],[0.        0.        0.0316878 ... 0.        0.        0.       ],4,2,5,2
[0.24259262 0.4101619  0.547364   ... 1.4319437  0.84037924 0.93355745],[347.      367.4354  397.6268  ... 541.0239  452.20575 461.23923],[347.      367.4354  397.6268  ... 541.0239  452.20575 461.23923],[209.40298 236.74117 264.7117  ... 407.4525  317.366   329.5145 ],[0.         0.04219206 0.         ... 0.         0.         0.        ],4,2,5,3
[0.58331275 0.59057444 0.33395934 ... 0.31769285 0.12456381 0.2737283 ],[369.3991  373.87894 336.81165 ... 314.02692 279.04483 296.11658],[369.3991  373.87894 336.81165 ... 314.02692 279.04483 296.11658],[250.83488 253.4973  221.95424 ... 213.10115 175.49245 193.85298],[0.         0.         0.02300979 ... 0.         0.         0.        ],4,2,5,4
[0.9985826  1.3348472  1.3617829  ... 0.11658974 0.05865094 0.18460117],[415.37332 472.74222 484.90222 ... 294.77335 277.8     305.99112],[415.37332 472.74222 484.90222 ... 294.77335 277.8     305.99112],[291.18802 354.56976 362.44662 ... 186.27496 176.86751 193.63188],[0.         0.07474412 0.         ... 0.         0.         0.        ],4,2,5,5
[0.3046488  0.82648724 0.43861994 ... 0.4321242  0.3103561  0.19601507],[348.24292 407.05392 373.55188 ... 351.34088 344.1509  310.91272],[353.84482 412.21982 376.17242 ... 353.94827 346.59482 314.44397],[197.99933 262.76947 218.45511 ... 217.65063 201.7831  180.79268],[0. 0. 0. ... 0. 0. 0.],4,2,5,6
[1.0608087  0.51689225 0.9827425  ... 0.23802644 0.37152484 0.21779647],[453.41498 402.66666 469.21088 ... 366.85034 370.5     350.4966 ],[453.41498 402.66666 469.21088 ... 366.85034 370.5     350.4966 ],[261.28897 221.7428  280.67288 ... 199.02039 206.92332 183.05898],[0.         0.         0.09902544 ... 0.         0.         0.        ],4,2,5,7
"[ 2.1894317   1.3916272   1.1222306  ...  0.2666225  -0.06473437
  0.2656566 ]",[447.6707  452.38846 428.80914 ... 281.67075 243.8229  277.30908],[502.0516  490.94193 464.00644 ... 321.27097 268.59354 303.34195],[368.67947 363.8278  330.11282 ... 202.52269 151.14345 191.40282],[0. 0. 0. ... 0. 0. 0.],4,2,5,8
[0.3032666  0.3283675  0.48937136 ... 0.34299874 0.37721917 0.22233261],[333.30685 319.37183 348.48737 ... 335.9675  330.5054  313.9675 ],[333.30685 319.37183 348.48737 ... 335.9675  330.5054  313.9675 ],[169.89374 173.10774 197.79971 ... 192.04842 193.54715 172.77084],[0.         0.03888847 0.         ... 0.         0.         0.        ],4,2,5,9
"[ 0.89201653  0.54033047  0.50962836 ...  0.11236377 -0.11266442
  0.0968236 ]",[380.33932 342.57657 351.3168  ... 267.37927 238.32904 269.83908],[396.43155 355.09543 360.15353 ... 284.77594 247.78838 283.64316],[287.38193 246.30115 253.57443 ... 189.85953 155.4616  182.61223],[0.        0.        0.0371627 ... 0.        0.        0.       ],4,2,5,10
[0.52884316 0.28801256 0.29000235 ... 0.392398   0.16941755 0.15361378],[407.9369  364.04855 364.0631  ... 394.27185 358.9272  352.85437],[407.9369  364.04855 364.0631  ... 394.27185 358.9272  352.85437],[234.00867 203.41283 206.33855 ... 248.15007 208.9014  206.18015],[0.        0.        0.1394904 ... 0.        0.        0.       ],4,2,5,11
[0.9608563  0.16644019 0.3274529  ... 0.01499434 0.00565391 0.        ],[445.7772  342.29535 371.06735 ... 319.90155 321.23315 315.48706],[445.7772  342.29535 371.06735 ... 319.90155 321.23315 315.48706],[295.53058 195.61986 218.18214 ... 185.4772  181.33647 179.15974],[0.         0.         0.05055133 ... 0.         0.         0.        ],4,2,5,12
[0.5812435  0.7006083  0.5335242  ... 0.32152462 0.22337203 0.55959946],[328.17676 388.25757 371.07574 ... 333.45456 312.37878 346.37375],[328.17676 388.25757 371.07574 ... 333.45456 312.37878 346.37375],[176.88858 240.52188 229.0114  ... 200.41469 186.53954 218.0338 ],[0.         0.         0.         ... 0.         0.05108213 0.        ],4,2,5,13
[0.24585941 0.46420032 0.25027278 ... 0.01909273 0.21468367 0.24255657],[250.92534 304.7918  279.0612  ... 250.96448 269.34818 262.87238],[330.1358  385.47324 350.95474 ... 315.1646  333.02057 338.63376],[225.1128  279.0214  245.815   ... 215.42657 240.00359 236.94354],[0. 0. 0. ... 0. 0. 0.],4,2,5,14
"[ 0.5468339   0.5325124   0.24346888 ... -0.00474313  0.06206887
  0.15976076]",[363.06616 376.04282 328.02725 ... 277.92606 285.32684 299.29572],[363.06616 376.04282 328.02725 ... 277.92606 285.32684 299.29572],[275.9891  287.1817  241.3634  ... 198.25494 208.22893 221.60587],[0. 0. 0. ... 0. 0. 0.],4,2,5,15
[0.5688386  0.62698734 0.4326373  ... 0.01024614 0.23743284 0.23699614],[403.32053 408.1282  383.8889  ... 326.32053 344.6154  349.3846 ],[403.32053 408.1282  383.8889  ... 326.32053 344.6154  349.3846 ],[228.48439 236.93571 213.40712 ... 171.81128 198.31958 195.1052 ],[0.         0.         0.05123989 ... 0.         0.         0.        ],4,2,5,16
"[ 0.2891596   0.18298034  0.14892669 ...  0.416401    0.22216247
 -0.04276012]",[280.83902 284.89743 297.47842 ... 314.42596 266.3978  234.37437],[362.38776 354.8653  358.85306 ... 370.30612 324.1796  283.6449 ],[202.57709 189.83205 192.93573 ... 226.75984 179.899   137.6465 ],[0.         0.         0.06668102 ... 0.         0.         0.        ],4,2,5,17
[0.3355899  0.32513615 0.21386626 ... 0.29716077 0.377126   0.46896872],[320.3491  322.72394 319.14212 ... 331.92957 340.8743  352.30963],[356.61572 352.93887 351.57205 ... 359.93887 367.70306 381.7511 ],[244.5756  244.93303 235.33078 ... 258.23138 265.37747 277.21167],[0.         0.         0.03186977 ... 0.         0.04960462 0.        ],4,2,5,18
[0.60582054 0.366071   0.3415045  ... 0.10578272 0.19980517 0.1663649 ],[396.767   354.34485 354.88022 ... 311.16443 330.73923 323.38992],[402.07053 359.3846  357.10577 ... 312.92307 333.70834 329.56732],[318.5157  277.74307 278.01288 ... 238.40027 255.18913 248.03479],[0. 0. 0. ... 0. 0. 0.],4,2,5,19
[0.83330375 0.56871504 0.63583183 ... 0.5862603  0.51058775 0.57189924],[375.30847 357.5717  361.12518 ... 358.8329  344.53445 336.883  ],[438.8971  408.09967 423.59164 ... 403.86816 390.59164 383.13828],[323.03354 295.28714 308.34717 ... 304.1939  284.64877 280.70102],[0.         0.         0.06239225 ... 0.         0.         0.        ],4,2,5,20
[0.8712287  0.9792007  0.66084063 ... 0.526175   0.1628117  0.2119083 ],[391.94116 412.53357 366.34323 ... 371.21677 308.3548  321.46198],[398.99408 420.08875 374.1361  ... 392.2781  323.19525 334.30768],[326.5283  359.4944  309.95947 ... 330.33438 261.84766 269.36224],[0.        0.        0.0590245 ... 0.        0.        0.       ],4,2,5,21
[0.31420413 0.05503514 0.20726417 ... 0.08695143 0.21081428 0.01352181],[347.2616  324.6915  342.72513 ... 309.7486  326.34738 291.8921 ],[347.79013 325.21606 343.33026 ... 310.2932  326.94446 292.72223],[226.71698 198.2473  222.02362 ... 200.20265 216.09636 183.77371],[0. 0. 0. ... 0. 0. 0.],4,2,5,22
"[ 0.6258124   0.79168606  0.45015058 ... -0.06101143  0.22983477
  0.11627488]",[373.72415 413.5069  363.94138 ... 279.5931  315.82068 296.55862],[373.72415 413.5069  363.94138 ... 279.5931  315.82068 296.55862],[246.73897 281.86212 235.44081 ... 170.02423 211.01851 185.00424],[0.         0.         0.06206077 ... 0.         0.         0.        ],4,2,5,23
[1.0620117  0.35647285 0.6350831  ... 0.2838194  0.46999964 0.26503268],[430.50665 362.28888 407.77777 ... 348.10223 377.61334 342.2622 ],[430.50665 362.28888 407.77777 ... 348.10223 377.61334 342.2622 ],[257.09192 187.63399 222.44342 ... 191.94969 212.5161  172.48187],[0.         0.         0.03828783 ... 0.         0.         0.        ],4,2,5,24
"[ 4.3352684e-01 -5.1275093e-02  2.5693592e-01 ...  4.0810730e-04
  0.0000000e+00 -6.8226837e-02]",[298.    250.755 297.95  ... 265.67  265.565 250.375],[298.    250.755 297.95  ... 265.67  265.565 250.375],[185.11176 138.48718 180.50616 ... 163.1022  158.56319 142.37993],[0. 0. 0. ... 0. 0. 0.],4,2,5,25
"[ 1.3210981   0.8849517   0.44651422 ...  0.04572728 -0.2072402
  0.21781528]",[452.0935  399.126   353.47156 ... 306.86584 266.14633 318.10974],[452.0935  399.126   353.47156 ... 306.86584 266.14633 318.10974],[324.47562 272.09457 218.12288 ... 187.2871  150.94719 206.6299 ],[0. 0. 0. ... 0. 0. 0.],4,2,5,26
"[ 0.1448925   0.13884664  0.04412484 ... -0.00083057 -0.00055916
  0.13705355]",[307.28644 317.2711  310.87994 ... 295.80936 294.52335 314.3015 ],[334.38388 343.70615 335.09952 ... 312.80093 319.92892 337.9621 ],[208.22404 218.00992 203.66203 ... 194.79033 193.12312 214.73006],[0.         0.         0.04068959 ... 0.         0.         0.        ],4,2,5,27
"[ 0.4843165  -0.00771833  0.14788783 ...  0.17488723  0.16049013
  0.13969319]",[336.55325 273.09967 298.73538 ... 297.95532 293.67355 270.07217],[336.55325 273.09967 298.73538 ... 297.95532 293.67355 270.07217],[228.34457 170.0747  197.30093 ... 201.56232 196.24516 172.90143],[0. 0. 0. ... 0. 0. 0.],4,2,5,28
[0.34338713 0.6253096  0.30336782 ... 0.0735871  0.00290192 0.413879  ],[338.69476 386.88373 347.86627 ... 306.1686  286.88953 346.15115],[338.69476 386.88373 347.86627 ... 306.1686  286.88953 346.15115],[210.00928 258.2837  214.38281 ... 178.86995 168.36511 220.58455],[0.        0.        0.        ... 0.        0.0520456 0.       ],4,2,5,29
[0.34680444 0.28265598 0.27144444 ... 0.08307157 0.08429153 0.3270419 ],[311.5679  312.3947  312.37836 ... 289.21164 288.3343  318.7667 ],[323.10583 316.1337  319.66852 ... 297.60446 294.50418 324.35376],[216.1047  215.6764  214.52303 ... 197.64197 196.33736 222.89114],[0.         0.         0.         ... 0.         0.04930138 0.        ],4,2,5,30
"[ 0.22774453 -0.06155241  0.10564543 ... -0.04685812  0.19556788
  0.11397377]",[322.15558 281.94907 317.3553  ... 270.25693 311.11835 290.51562],[327.80392 286.26144 320.7026  ... 273.39542 314.12418 292.91177],[259.05524 218.1992  252.29929 ... 211.89879 253.09416 231.1739 ],[0.         0.         0.         ... 0.02348473 0.         0.        ],4,2,5,31
[1.5910238  1.2892892  1.8648617  ... 0.7509679  0.60223794 0.89124846],[542.2756  497.77954 585.8622  ... 419.66534 380.64566 421.76773],[542.2756  497.77954 585.8622  ... 419.66534 380.64566 421.76773],[429.24234 384.49506 476.14975 ... 320.02878 281.53357 322.33118],[0.         0.13748641 0.         ... 0.         0.03059377 0.        ],4,2,5,32
[1.1999202  0.99211395 0.50022703 ... 0.03374898 0.2472923  0.8135075 ],[425.00424 449.71063 388.6936  ... 335.9702  353.11914 407.27658],[425.00424 449.71063 388.6936  ... 335.9702  353.11914 407.27658],[255.24945 280.7419  221.52696 ... 182.3357  207.59601 259.48666],[0.         0.         0.         ... 0.         0.11773659 0.        ],4,2,5,33
[0.29192087 0.0028106  0.36831927 ... 0.09338413 0.23727684 0.        ],[253.92537 235.73619 268.12704 ... 227.46385 247.38641 196.23943],[324.34155 294.22534 346.16196 ... 296.7465  307.40845 258.4366 ],[222.78117 184.61589 245.25735 ... 202.10477 217.30267 166.22025],[0.         0.         0.03748674 ... 0.         0.         0.        ],4,2,5,34
"[ 1.0260713   1.1046374   1.2742337  ...  0.19960183 -0.04229699
  0.21668895]",[454.07782 467.11697 493.46732 ... 359.17365 328.2193  339.74353],[495.7143  499.19287 533.2857  ... 386.33572 353.44644 375.31787],[313.3603  331.5559  360.33145 ... 237.53679 188.9929  223.34555],[0.         0.         0.09307355 ... 0.         0.         0.        ],4,2,5,35
"[ 0.31190163  0.11002842  0.09680774 ...  0.20043497 -0.04707882
  0.0154288 ]",[321.3892  297.32974 291.97296 ... 288.04865 262.50272 266.24866],[321.3892  297.32974 291.97296 ... 288.04865 262.50272 266.24866],[185.62766 167.77246 166.42657 ... 171.52309 140.12117 142.28406],[0. 0. 0. ... 0. 0. 0.],4,2,5,36
[1.1545379  0.986997   1.0273209  ... 0.084587   0.16001531 0.01908955],[335.9963  311.0968  332.76526 ... 217.57895 234.38153 220.49455],[413.00375 396.19852 404.2472  ... 290.70413 294.78653 281.81274],[277.2425  263.10538 270.3118  ... 172.58514 180.76857 161.12427],[0. 0. 0. ... 0. 0. 0.],4,2,5,37
[0.7057885  0.63228464 0.74777    ... 0.23139895 0.         0.        ],[375.60986 403.40344 416.5626  ... 350.0535  306.75095 296.3488 ],[424.25687 436.59634 454.55658 ... 378.526   327.9847  315.74924],[267.15363 290.35226 310.12814 ... 239.50139 192.93016 177.6172 ],[0.         0.         0.06555274 ... 0.         0.         0.        ],4,2,5,38
[0.5028744  0.3796763  0.2280209  ... 0.12991029 0.20870717 0.1796715 ],[353.4895  342.34265 327.96155 ... 304.8741  313.82516 314.96854],[353.4895  342.34265 327.96155 ... 304.8741  313.82516 314.96854],[209.50749 201.77196 183.30885 ... 173.33075 182.47847 178.61716],[0.         0.         0.         ... 0.03266178 0.         0.        ],4,2,5,39
"[ 0.4627843  -0.0455767   0.0169064  ...  0.0847946   0.19091141
  0.85904396]",[271.9244  240.36496 246.95612 ... 239.60727 228.56728 293.80762],[392.8677  341.96497 348.4358  ... 343.85602 339.07004 397.15176],[203.79236 158.20467 167.70502 ... 171.7041  172.32155 236.87917],[0.         0.         0.05161284 ... 0.         0.1295351  0.        ],4,2,5,40
[0.40858477 0.21163534 0.22260539 ... 0.07517082 0.09051027 0.2651367 ],[255.88449 245.2782  249.41881 ... 230.55438 221.3766  234.0237 ],[317.58115 295.68063 299.39267 ... 269.2827  262.40314 277.2356 ],[222.79063 199.94429 206.46315 ... 183.8813  178.54185 191.54114],[0. 0. 0. ... 0. 0. 0.],4,2,5,41
"[ 0.9300229   0.4812342   0.63792545 ... -0.15158692  0.2744341
  0.41781512]",[433.975  379.65   402.95   ... 284.9375 333.4625 327.1625],[433.975  379.65   402.95   ... 284.9375 333.4625 327.1625],[296.79022 241.34816 263.58487 ... 152.4144  208.60997 204.64763],[0.         0.         0.05448905 ... 0.         0.06530774 0.        ],4,2,5,42
"[ 0.42823756  0.32383946 -0.00602747 ... -0.0037954   0.07334777
  0.30598736]",[335.9576  328.45584 291.40637 ... 271.34628 278.16608 309.82333],[335.9576  328.45584 291.40637 ... 271.34628 278.16608 309.82333],[211.09584 201.35712 164.34032 ... 158.44102 168.3998  195.4263 ],[0.         0.         0.         ... 0.         0.04801802 0.        ],4,2,5,43
[0.4818375  0.50396425 0.45200813 ... 0.03220939 0.16045499 0.21404755],[235.59149 256.50674 255.93724 ... 211.79797 230.4333  227.82014],[297.1623  326.54974 319.69635 ... 268.9267  282.04187 287.94763],[197.7731  226.02853 221.13176 ... 183.18517 198.5004  204.03723],[0.         0.         0.11928115 ... 0.         0.         0.        ],4,2,5,44
[0.26212594 0.07203452 0.11257324 ... 0.14402786 0.16383412 0.2636046 ],[304.37845 274.7034  289.34558 ... 289.5097  273.3667  287.19196],[305.3021  275.57986 290.31598 ... 290.81598 276.125   289.00696],[218.43188 192.04062 204.70532 ... 209.18318 199.37552 212.24164],[0.         0.         0.05021593 ... 0.         0.         0.        ],4,2,5,45
"[ 0.3338159   0.30035546  0.47539052 ... -0.1329457   0.47738186
  0.2729809 ]",[318.91275 318.55032 341.35907 ... 266.05032 314.55032 297.92618],[318.91275 318.55032 341.35907 ... 266.05032 314.55032 297.92618],[168.67593  168.69075  193.89293  ... 126.079605 181.9916   157.2003  ],[0.         0.         0.         ... 0.04821203 0.         0.        ],4,2,5,46
[0.70545214 0.58933794 0.51987696 ... 0.13883846 0.19952254 0.        ],[399.26358 399.09216 389.88763 ... 338.2591  348.96927 311.41083],[411.36874 412.5103  407.30972 ... 350.7522  357.62833 326.62833],[236.3938  245.61273 238.26767 ... 198.72006 204.37778 166.5051 ],[0.         0.         0.04817895 ... 0.         0.         0.        ],4,2,5,47
[0.073489   0.1553651  0.24521653 ... 0.1722513  0.24813613 0.01678932],[272.81406 290.12564 301.19095 ... 276.88943 290.35678 257.93466],[272.81406 290.12564 301.19095 ... 276.88943 290.35678 257.93466],[174.5471  185.85808 198.25345 ... 186.96503 197.1951  163.99184],[0.         0.         0.03380434 ... 0.         0.         0.        ],4,2,5,48
[0.29095992 0.16659242 0.6742143  ... 0.01899219 0.         0.1703516 ],[314.90054 309.72928 383.64087 ... 301.16022 294.54697 313.1768 ],[314.90054 309.72928 383.64087 ... 301.16022 294.54697 313.1768 ],[168.85126 173.94246 239.7313  ... 166.44746 159.06636 176.36339],[0. 0. 0. ... 0. 0. 0.],4,2,5,49
"[ 1.3595517   1.6602604   1.4247023  ...  0.14995642 -0.03123756
  0.12758648]",[462.12695 514.48193 471.88657 ... 256.05582 222.69159 231.42409],[545.9441  605.8029  575.83234 ... 318.81766 286.49118 309.4794 ],[437.92896 492.03622 456.74603 ... 226.76158 194.33763 214.43135],[0.08716524 0.         0.         ... 0.         0.         0.        ],4,2,5,50
"[ 0.30618128  0.14518212 -0.02581364 ...  0.02637871  0.1768659
  0.13438313]",[319.41696 299.25085 281.2644  ... 284.6034  284.6271  286.48813],[319.41696 299.25085 281.2644  ... 284.6034  284.6271  286.48813],[192.85997 177.48524 155.89713 ... 167.54105 174.49832 167.37328],[0. 0. 0. ... 0. 0. 0.],4,2,5,51
[0.24802181 0.7633312  1.1961627  ... 3.2667906  3.00955    3.07567   ],[317.6961  391.45016 441.16595 ... 764.92126 735.64453 693.45917],[372.50183 444.84363 513.6473  ... 856.4218  813.8909  806.00726],[217.34264 297.53226 364.12106 ... 711.2527  657.28467 662.6812 ],[0.0822532  0.07450262 0.05989708 ... 0.         0.06300784 0.        ],4,2,5,52
[0.8744807  0.72892183 0.43294376 ... 1.8288234  1.4278089  1.2823659 ],[380.65588 366.11337 350.21054 ... 514.5668  467.0931  442.8421 ],[380.65588 366.11337 350.21054 ... 514.5668  467.0931  442.8421 ],[229.89124 223.9269  202.06306 ... 376.3364  326.5665  301.8036 ],[0. 0. 0. ... 0. 0. 0.],4,2,5,53
[0.30413467 0.13856436 0.14448431 ... 0.10029817 0.12505575 0.19315444],[296.08636 295.99545 303.4818  ... 293.34546 287.62274 295.0091 ],[296.08636 295.99545 303.4818  ... 293.34546 287.62274 295.0091 ],[166.81018 174.67108 176.87816 ... 176.40143 173.47473 181.01482],[0. 0. 0. ... 0. 0. 0.],4,2,5,54
[1.753752  1.7641138 1.518787  ... 1.1329459 1.32091   1.5692086],[517.43713 494.10147 483.22064 ... 460.40906 472.58676 495.37967],[620.9559  622.1961  586.52454 ... 542.9216  558.098   592.701  ],[468.64435 475.23456 443.7385  ... 408.09686 422.4698  460.67136],[0.         0.         0.19353986 ... 0.         0.06588139 0.        ],4,2,5,55
[0.         0.0980953  0.17131723 ... 0.07159703 0.32713893 0.1564522 ],[277.76    295.77335 313.78223 ... 298.34222 325.88    289.00888],[277.76    295.77335 313.78223 ... 298.34222 325.88    289.00888],[147.34991 166.18806 178.11882 ... 172.23473 200.15259 166.59818],[0.         0.         0.05792784 ... 0.04220119 0.         0.        ],4,2,5,56
"[ 0.5353798   0.3925913   0.1284523  ...  0.06154536 -0.12384766
  0.0697274 ]",[338.4119  330.01932 286.84674 ... 263.00595 238.5913  241.2096 ],[370.42856 357.8502  308.00696 ... 292.39374 262.29617 269.31012],[288.6779  271.4112  227.2227  ... 214.1168  180.99368 194.2868 ],[0. 0. 0. ... 0. 0. 0.],4,2,5,57
[0.5598751  0.3511153  0.59313744 ... 0.72122765 0.41702226 0.4271642 ],[377.30243 360.72983 383.04434 ... 365.6492  339.8992  340.6855 ],[377.30243 360.72983 383.04434 ... 365.6492  339.8992  340.6855 ],[222.25517 201.15866 232.4858  ... 236.8878  200.678   194.72852],[0. 0. 0. ... 0. 0. 0.],4,2,5,58
"[ 0.34390372  0.0620498   0.24144016 ...  0.26943782  0.00286363
 -0.04038902]",[351.87115 312.91876 340.2549  ... 344.9944  297.42017 286.36414],[351.87115 312.91876 340.2549  ... 344.9944  297.42017 286.36414],[239.19106 196.12216 224.38493 ... 239.60219 194.273   184.77718],[0.         0.         0.03648021 ... 0.         0.         0.        ],4,2,5,59
[0.9713497  0.6571499  0.89495057 ... 0.4615519  0.19145784 0.21507952],[402.0575  376.32797 397.3933  ... 321.47693 274.87854 271.68637],[466.37457 424.48056 458.91165 ... 376.0424  328.53357 319.25797],[362.58057 315.45026 357.42935 ... 286.97266 238.75319 230.41911],[0.         0.04284659 0.06697863 ... 0.         0.         0.        ],4,2,5,60
[0.9391975  0.33610687 0.19225305 ... 0.47920835 0.48144495 0.45130908],[350.5577  309.23294 282.9476  ... 334.92758 315.44012 319.66174],[425.75174 355.74127 340.47552 ... 385.97903 379.83566 373.53146],[294.3701  226.67169 211.19409 ... 265.80716 264.77783 254.66748],[0. 0. 0. ... 0. 0. 0.],4,2,5,61
[1.6178032  0.7690319  1.0787396  ... 0.3380006  0.08549095 0.7033383 ],[497.1179  414.70975 447.291   ... 355.30536 323.3421  359.35535],[502.0372  415.66513 448.2186  ... 356.15814 324.18604 360.9535 ],[319.45624 240.7384  276.30948 ... 212.63501 174.93391 221.00745],[0.         0.         0.         ... 0.         0.07775775 0.        ],4,2,5,62
[0.8845796 1.1651714 0.842059  ... 0.6879789 0.6276804 0.7515024],[199.22687 199.0319  187.56688 ... 200.50552 188.12807 211.79085],[366.9017  416.8068  376.57965 ... 374.17627 361.0644  371.91525],[223.20021 267.36734 234.25598 ... 233.17613 225.61395 235.38353],[0.06711461 0.         0.03597041 ... 0.         0.03820473 0.        ],4,2,5,63
[0.19594897 0.17033368 0.11041749 ... 0.20670778 0.08554792 0.29578903],[286.45395 287.42105 275.64474 ... 292.73026 278.4934  304.125  ],[286.45395 287.42105 275.64474 ... 292.73026 278.4934  304.125  ],[214.5189  213.18843 206.40706 ... 232.22794 212.85187 235.10661],[0.        0.        0.0294477 ... 0.        0.        0.       ],4,2,5,64
[0.58644253 0.31336468 0.495226   ... 0.14518759 0.06721398 0.02868352],[380.73117 339.1613  368.7903  ... 311.46506 291.957   284.01614],[380.73117 339.1613  368.7903  ... 311.46506 291.957   284.01614],[242.67554 206.22308 234.83266 ... 186.38916 172.3539  165.27686],[0. 0. 0. ... 0. 0. 0.],4,2,5,65
[0.2069306  0.13050304 0.26836136 ... 0.23031366 0.08051802 0.2825922 ],[295.05203 289.1041  303.88477 ... 300.12268 282.66916 296.77695],[295.05203 289.1041  303.88477 ... 300.12268 282.66916 296.77695],[152.39885 150.14862 168.15514 ... 166.54118 147.39783 169.10117],[0.         0.         0.06578738 ... 0.         0.         0.        ],4,2,5,66
[0.59280527 0.8672541  0.90280634 ... 0.49534768 0.         0.4231926 ],[334.82428 368.21774 368.31406 ... 336.93082 299.37595 336.57797],[389.29117 418.55295 427.47647 ... 385.56177 340.07648 376.7559 ],[187.82812 219.47426 227.74707 ... 198.28632 142.50684 186.44818],[0.         0.         0.         ... 0.         0.03649891 0.        ],4,2,5,67
[1.0663137  0.9805997  0.6108573  ... 0.18274772 0.32291535 0.32000276],[401.2936  416.65616 356.78424 ... 303.61853 320.96863 312.00366],[425.66373 440.27432 375.4115  ... 321.65045 341.58408 331.15488],[376.8872  382.29044 319.1855  ... 275.1039  292.1297  281.5538 ],[0.         0.         0.05096876 ... 0.04221329 0.         0.        ],4,2,5,68
[0.6100199  0.3675882  0.44990426 ... 0.07980949 0.27895406 0.17687336],[404.48267 390.35837 411.15607 ... 349.85837 365.474   354.1156 ],[404.48267 390.35837 411.15607 ... 349.85837 365.474   354.1156 ],[237.12524 227.4946  244.41118 ... 198.61073 224.94756 209.70808],[0.         0.         0.04325847 ... 0.         0.         0.        ],4,2,5,69
[0.27667302 0.3862326  0.40951613 ... 0.24352816 0.55404407 0.48598856],[328.16187 355.8863  362.56406 ... 310.85696 374.93915 354.04886],[354.19415 375.49817 385.48718 ... 338.67398 396.7326  386.1099 ],[260.77908 281.9432  292.50958 ... 259.6768  313.73938 298.9746 ],[0.         0.         0.         ... 0.02853066 0.         0.        ],4,2,5,70
"[ 0.27926564  0.33933896  0.22296953 ... -0.05240207  0.05885644
  0.33778164]",[330.2428  339.64197 326.95474 ... 286.63785 285.87244 318.90945],[330.2428  339.64197 326.95474 ... 286.63785 285.87244 318.90945],[203.59549 214.81818 199.28572 ... 163.4742  166.73097 199.81189],[0. 0. 0. ... 0. 0. 0.],4,2,5,71
[1.3475469  0.9305969  1.0097528  ... 0.31762585 0.5493197  0.22448747],[489.80786 448.81238 462.24234 ... 344.89224 379.37698 327.01184],[508.9848  468.2675  481.44073 ... 358.7447  393.0304  341.2705 ],[347.6704  317.10297 329.77206 ... 229.99086 260.91754 210.1185 ],[0. 0. 0. ... 0. 0. 0.],4,2,5,72
"[ 0.68923956 -0.08264937  0.39826965 ... -0.05241247  0.1195679
  0.33024123]",[427.82196 341.4184  399.9525  ... 324.38574 352.24927 358.80118],[427.82196 341.4184  399.9525  ... 324.38574 352.24927 358.80118],[246.00089 157.53505 228.49553 ... 166.87814 187.85486 209.3263 ],[0.         0.         0.03277266 ... 0.         0.04183045 0.        ],4,2,5,73
"[ 0.17098726  0.22704019  0.15834886 ... -0.03383483  0.20822854
  0.07961249]",[274.07242 315.06525 306.67365 ... 274.47894 316.49753 300.15463],[286.20248 326.4091  314.59918 ... 284.6405  327.0537  308.02893],[167.03531 206.46838 196.76503 ... 179.15567 214.77441 190.35677],[0. 0. 0. ... 0. 0. 0.],4,2,5,74
[0.1569808  0.06306065 0.21867895 ... 0.17436138 0.06296692 0.07366509],[312.31818 295.843   317.6901  ... 307.66116 292.6901  279.95456],[312.31818 295.843   317.6901  ... 307.66116 292.6901  279.95456],[201.30711 190.93526 214.86845 ... 212.3336  187.00159 181.92918],[0. 0. 0. ... 0. 0. 0.],4,2,5,75
[0.36914447 0.30089328 0.2967127  ... 0.39490882 0.3834301  0.38431185],[253.5924  261.3296  262.71567 ... 268.52814 256.94165 257.829  ],[351.87082 345.24582 357.625   ... 348.1375  348.11667 338.50418],[234.30173 226.49544 237.00949 ... 240.13095 238.22572 231.86803],[0.         0.         0.03995689 ... 0.         0.         0.        ],4,2,5,76
